species,status,region,note
Polyrhachis dives,native,Northern Territory,""
Rhytidoponera mayri,native,Northern Territory,""
Rhytidoponera metallica,native,Northern Territory,""
Strumigenys emmae,native,Northern Territory,""
Syllophopsis australica,native,Northern Territory,""
Tapinoma minutum,native,Northern Territory,""
Tetraponera allaborans,native,Northern Territory,""
Lasius alienus,established.outdoors,Norway,""
Camponotus vagus,native,Norway,""
Formica rufibarbis,native,Norway,""
Lasius citrinus,native,Norway,""
Lasius flavus,native,Norway,""
Lasius fuliginosus,native,Norway,""
Lasius niger,native,Norway,""
Myrmica rubra,native,Norway,""
Myrmica scabrinodis,native,Norway,""
Myrmica specioides,native,Norway,""
Tetramorium atratulum,native,Norway,""
Tetramorium caespitum,native,Norway,""
Lasius niger,established.outdoors,Nova Scotia,""
Myrmica rubra,established.outdoors,Nova Scotia,""
Camponotus pennsylvanicus,native,Nova Scotia,""
Lasius neoniger,native,Nova Scotia,""
Tapinoma sessile,native,Nova Scotia,""
Temnothorax longispinosus,native,Nova Scotia,""
Cardiocondyla emeryi,established.outdoors,Nuevo Leon,""
Cardiocondyla mauritanica,established.outdoors,Nuevo Leon,""
Hypoponera opaciceps,established.outdoors,Nuevo Leon,""
Odontomachus haematodus,established.outdoors,Nuevo Leon,""
Paratrechina longicornis,established.outdoors,Nuevo Leon,""
Solenopsis invicta,established.outdoors,Nuevo Leon,""
Tetramorium lanuginosum,established.outdoors,Nuevo Leon,""
Wasmannia auropunctata,established.outdoors,Nuevo Leon,""
Brachymyrmex heeri,native,Nuevo Leon,""
Brachymyrmex obscurior,native,Nuevo Leon,""
Brachymyrmex patagonicus,native,Nuevo Leon,""
Camponotus atriceps,native,Nuevo Leon,""
Camponotus planatus,native,Nuevo Leon,""
Camponotus planatus continentis,native,Nuevo Leon,""
Cyphomyrmex rimosus,native,Nuevo Leon,""
Hypoponera opacior,native,Nuevo Leon,""
Pachycondyla harpax,native,Nuevo Leon,""
Pseudomyrmex elongatus,native,Nuevo Leon,""
Pseudomyrmex gracilis,native,Nuevo Leon,""
Pseudoponera stigma,native,Nuevo Leon,""
Solenopsis geminata,native,Nuevo Leon,""
Solenopsis globularia,native,Nuevo Leon,""
Strumigenys louisianae,native,Nuevo Leon,""
Strumigenys margaritae,native,Nuevo Leon,""
Tapinoma sessile,native,Nuevo Leon,""
Crematogaster obscurata,established.outdoors,Oaxaca,""
Hypoponera opaciceps,established.outdoors,Oaxaca,""
Linepithema humile,established.outdoors,Oaxaca,""
Linepithema iniquum,established.outdoors,Oaxaca,""
Monomorium carbonarium,established.outdoors,Oaxaca,""
Monomorium floricola,established.outdoors,Oaxaca,""
Monomorium pharaonis,established.outdoors,Oaxaca,""
Odontomachus haematodus,established.outdoors,Oaxaca,""
Paratrechina longicornis,established.outdoors,Oaxaca,""
Solenopsis invicta,established.outdoors,Oaxaca,""
Tapinoma melanocephalum,established.outdoors,Oaxaca,""
Tapinoma sessile,established.outdoors,Oaxaca,""
Tetramorium caldarium,established.outdoors,Oaxaca,""
Tetramorium lanuginosum,established.outdoors,Oaxaca,""
Wasmannia auropunctata,established.outdoors,Oaxaca,""
Acromyrmex octospinosus,native,Oaxaca,""
Adelomyrmex myops,native,Oaxaca,""
Anochetus mayri,native,Oaxaca,""
Brachymyrmex cordemoyi,native,Oaxaca,""
Brachymyrmex heeri,native,Oaxaca,""
Brachymyrmex minutus,native,Oaxaca,""
Brachymyrmex obscurior,native,Oaxaca,""
Brachymyrmex patagonicus,native,Oaxaca,""
Camponotus atriceps,native,Oaxaca,""
Camponotus novogranadensis,native,Oaxaca,""
Camponotus planatus,native,Oaxaca,""
Cyphomyrmex rimosus,native,Oaxaca,""
Ectatomma ruidum,native,Oaxaca,""
Hypoponera opacior,native,Oaxaca,""
Nylanderia steinheili,native,Oaxaca,""
Odontomachus ruginodis,native,Oaxaca,""
Pachycondyla harpax,native,Oaxaca,""
Pheidole bilimeki,native,Oaxaca,""
Pheidole flavens,native,Oaxaca,""
Pheidole punctatissima,native,Oaxaca,""
Pheidole susannae,native,Oaxaca,""
Platythyrea punctata,native,Oaxaca,""
Ponera exotica,native,Oaxaca,""
Pseudomyrmex cubaensis,native,Oaxaca,""
Pseudomyrmex elongatus,native,Oaxaca,""
Pseudomyrmex gracilis,native,Oaxaca,""
Pseudomyrmex major,native,Oaxaca,""
Solenopsis geminata,native,Oaxaca,""
Strumigenys eggersi,native,Oaxaca,""
Strumigenys gundlachi,native,Oaxaca,""
Strumigenys lanuginosa,native,Oaxaca,""
Strumigenys louisianae,native,Oaxaca,""
Strumigenys margaritae,native,Oaxaca,""
Anoplolepis gracilipes,established.outdoors,Ogasawara Islands,""
Brachyponera luteipes,established.outdoors,Ogasawara Islands,""
Cardiocondyla itsukii,established.outdoors,Ogasawara Islands,""
Cardiocondyla kagutsuchi,established.outdoors,Ogasawara Islands,""
Cardiocondyla minutior,established.outdoors,Ogasawara Islands,""
Cardiocondyla obscurior,established.outdoors,Ogasawara Islands,""
Cardiocondyla wroughtonii,established.outdoors,Ogasawara Islands,""
Hypoponera punctatissima,established.outdoors,Ogasawara Islands,""
Monomorium floricola,established.outdoors,Ogasawara Islands,""
Monomorium pharaonis,established.outdoors,Ogasawara Islands,""
Nylanderia amia,established.outdoors,Ogasawara Islands,""
Ochetellus glaber,established.outdoors,Ogasawara Islands,""
Paratrechina longicornis,established.outdoors,Ogasawara Islands,""
Pheidole fervens,established.outdoors,Ogasawara Islands,""
Pheidole indica,established.outdoors,Ogasawara Islands,""
Pheidole megacephala,established.outdoors,Ogasawara Islands,""
Pheidole parva,established.outdoors,Ogasawara Islands,""
Plagiolepis alluaudi,established.outdoors,Ogasawara Islands,""
Ponera swezeyi,established.outdoors,Ogasawara Islands,""
Solenopsis geminata,established.outdoors,Ogasawara Islands,""
Strumigenys emmae,established.outdoors,Ogasawara Islands,""
Strumigenys godeffroyi,established.outdoors,Ogasawara Islands,""
Strumigenys hexamera,established.outdoors,Ogasawara Islands,""
Strumigenys membranifera,established.outdoors,Ogasawara Islands,""
Syllophopsis sechellensis,established.outdoors,Ogasawara Islands,""
Tapinoma melanocephalum,established.outdoors,Ogasawara Islands,""
Technomyrmex brunneus,established.outdoors,Ogasawara Islands,""
Tetramorium bicarinatum,established.outdoors,Ogasawara Islands,""
Tetramorium lanuginosum,established.outdoors,Ogasawara Islands,""
Tetramorium simillimum,established.outdoors,Ogasawara Islands,""
Tetramorium tonganum,established.outdoors,Ogasawara Islands,""
Brachyponera chinensis,native,Ogasawara Islands,""
Strumigenys solifontis,native,Ogasawara Islands,""
Brachyponera chinensis,established.outdoors,Ohio,""
Nylanderia flavipes,established.outdoors,Ohio,""
Tetramorium atratulum,established.outdoors,Ohio,""
Tetramorium immigrans,established.outdoors,Ohio,""
Camponotus pennsylvanicus,native,Ohio,""
Hypoponera opacior,native,Ohio,""
Lasius neoniger,native,Ohio,""
Nylanderia vividula,native,Ohio,""
Tapinoma sessile,native,Ohio,""
Temnothorax longispinosus,native,Ohio,""
Brachyponera chinensis,native,Oki Islands,""
Camponotus obscuripes,native,Oki Islands,""
Lasius japonicus,native,Oki Islands,""
Monomorium intrudens,native,Oki Islands,""
Nylanderia flavipes,native,Oki Islands,""
Ochetellus glaber,native,Oki Islands,""
Strumigenys lewisi,native,Oki Islands,""
Tetramorium tsushimae,native,Oki Islands,""
Vollenhovia emeryi,native,Oki Islands,""
Anoplolepis gracilipes,established.outdoors,Okinawa,""
Cardiocondyla emeryi,established.outdoors,Okinawa,""
Cardiocondyla itsukii,established.outdoors,Okinawa,""
Cardiocondyla kagutsuchi,established.outdoors,Okinawa,""
Cardiocondyla minutior,established.outdoors,Okinawa,""
Cardiocondyla obscurior,established.outdoors,Okinawa,""
Cardiocondyla strigifrons,established.outdoors,Okinawa,""
Hypoponera ergatandria,established.outdoors,Okinawa,""
Hypoponera opaciceps,established.outdoors,Okinawa,""
Hypoponera punctatissima,established.outdoors,Okinawa,""
Hypoponera ragusai,established.outdoors,Okinawa,""
Lasius japonicus,established.outdoors,Okinawa,""
Lasius sakagamii,established.outdoors,Okinawa,""
Monomorium floricola,established.outdoors,Okinawa,""
Monomorium pharaonis,established.outdoors,Okinawa,""
Myrmica kotokui,established.outdoors,Okinawa,""
Nylanderia amia,established.outdoors,Okinawa,""
Ooceraea biroi,established.outdoors,Okinawa,""
Paratrechina longicornis,established.outdoors,Okinawa,""
Pheidole fervens,established.outdoors,Okinawa,""
Pheidole indica,established.outdoors,Okinawa,""
Pheidole megacephala,established.outdoors,Okinawa,""
Pheidole parva,established.outdoors,Okinawa,""
Plagiolepis alluaudi,established.outdoors,Okinawa,""
Solenopsis geminata,established.outdoors,Okinawa,""
Strumigenys emmae,established.outdoors,Okinawa,""
Strumigenys membranifera,established.outdoors,Okinawa,""
Tapinoma melanocephalum,established.outdoors,Okinawa,""
Technomyrmex brunneus,established.outdoors,Okinawa,""
Tetramorium bicarinatum,established.outdoors,Okinawa,""
Tetramorium kraepelini,established.outdoors,Okinawa,""
Tetramorium lanuginosum,established.outdoors,Okinawa,""
Tetramorium simillimum,established.outdoors,Okinawa,""
Tetramorium smithi,established.outdoors,Okinawa,""
Trichomyrmex destructor,established.outdoors,Okinawa,""
Brachyponera chinensis,native,Okinawa,""
Cardiocondyla wroughtonii,native,Okinawa,""
Erromyrma latinodis,native,Okinawa,""
Hypoponera zwaluwenburgi,native,Okinawa,""
Monomorium intrudens,native,Okinawa,""
Nylanderia flavipes,native,Okinawa,""
Ochetellus glaber,native,Okinawa,""
Parvaponera darwinii,native,Okinawa,""
Polyrhachis dives,native,Okinawa,""
Strumigenys hexamera,native,Okinawa,""
Strumigenys lewisi,native,Okinawa,""
Strumigenys solifontis,native,Okinawa,""
Syllophopsis sechellensis,native,Okinawa,""
Hypoponera opaciceps,established.outdoors,Oklahoma,""
Linepithema humile,established.outdoors,Oklahoma,""
Paratrechina longicornis,established.outdoors,Oklahoma,""
Solenopsis invicta,established.outdoors,Oklahoma,""
Camponotus pennsylvanicus,native,Oklahoma,""
Hypoponera opacior,native,Oklahoma,""
Lasius neoniger,native,Oklahoma,""
Nylanderia vividula,native,Oklahoma,""
Pogonomyrmex occidentalis,native,Oklahoma,""
Ponera exotica,native,Oklahoma,""
Strumigenys louisianae,native,Oklahoma,""
Tapinoma sessile,native,Oklahoma,""
Brachyponera sennaarensis,established.outdoors,Oman,""
Cardiocondyla breviscapa,established.outdoors,Oman,""
Cardiocondyla emeryi,established.outdoors,Oman,""
Erromyrma latinodis,established.outdoors,Oman,""
Hypoponera eduardi,established.outdoors,Oman,""
Hypoponera punctatissima,established.outdoors,Oman,""
Leptogenys maxillosa,established.outdoors,Oman,""
Monomorium carbonarium,established.outdoors,Oman,""
Monomorium dichroum,established.outdoors,Oman,""
Paratrechina longicornis,established.outdoors,Oman,""
Pheidole indica,established.outdoors,Oman,""
Pheidole megacephala,established.outdoors,Oman,""
Pheidole parva,established.outdoors,Oman,""
Tapinoma melanocephalum,established.outdoors,Oman,""
Tapinoma simrothi,established.outdoors,Oman,""
Tetramorium caldarium,established.outdoors,Oman,""
Tetramorium lanuginosum,established.outdoors,Oman,""
Trichomyrmex destructor,established.outdoors,Oman,""
Trichomyrmex mayri,established.outdoors,Oman,""
Camponotus maculatus,native,Oman,""
Camponotus sericeus,native,Oman,""
Camponotus thoracicus,native,Oman,""
Cardiocondyla mauritanica,native,Oman,""
Dorylus fulvus,native,Oman,""
Lepisiota canescens,native,Oman,""
Lepisiota spinisquama,native,Oman,""
Monomorium bicolor,native,Oman,""
Monomorium exiguum,native,Oman,""
Monomorium subopacum,native,Oman,""
Nylanderia jaegerskioeldi,native,Oman,""
Tetramorium sericeiventre,native,Oman,""
Trichomyrmex robustior,native,Oman,""
Lasius niger,established.outdoors,Ontario,""
Myrmica rubra,established.outdoors,Ontario,""
Tetramorium atratulum,established.outdoors,Ontario,""
Tetramorium immigrans,established.outdoors,Ontario,""
Camponotus pennsylvanicus,native,Ontario,""
Lasius neoniger,native,Ontario,""
Tapinoma sessile,native,Ontario,""
Temnothorax longispinosus,native,Ontario,""
Lasius niger,established.outdoors,Oregon,""
Tetramorium immigrans,established.outdoors,Oregon,""
Camponotus essigi,native,Oregon,""
Hypoponera opacior,native,Oregon,""
Lasius neoniger,native,Oregon,""
Pogonomyrmex occidentalis,native,Oregon,""
Tapinoma sessile,native,Oregon,""
Hypoponera ragusai,established.outdoors,Orissa,""
Monomorium pharaonis,established.outdoors,Orissa,""
Solenopsis geminata,established.outdoors,Orissa,""
Anochetus graeffei,native,Orissa,""
Anoplolepis gracilipes,native,Orissa,""
Brachyponera luteipes,native,Orissa,""
Camponotus compressus,native,Orissa,""
Camponotus sericeus,native,Orissa,""
Erromyrma latinodis,native,Orissa,""
Iridomyrmex anceps,native,Orissa,""
Lioponera longitarsus,native,Orissa,""
Monomorium atomum,native,Orissa,""
Monomorium floricola,native,Orissa,""
Monomorium indicum,native,Orissa,""
Oecophylla smaragdina,native,Orissa,""
Paratrechina longicornis,native,Orissa,""
Pheidole indica,native,Orissa,""
Polyrhachis dives,native,Orissa,""
Tapinoma melanocephalum,native,Orissa,""
Technomyrmex albipes,native,Orissa,""
Tetramorium lanuginosum,native,Orissa,""
Tetraponera allaborans,native,Orissa,""
Tetraponera rufonigra,native,Orissa,""
Cardiocondyla wroughtonii,established.outdoors,Pakistan,""
Monomorium pharaonis,established.outdoors,Pakistan,""
Monomorium subopacum,established.outdoors,Pakistan,""
Ooceraea biroi,established.outdoors,Pakistan,""
Paratrechina longicornis,established.outdoors,Pakistan,""
Pheidole megacephala,established.outdoors,Pakistan,""
Solenopsis geminata,established.outdoors,Pakistan,""
Strumigenys godeffroyi,established.outdoors,Pakistan,""
Tapinoma melanocephalum,established.outdoors,Pakistan,""
Tetramorium bicarinatum,established.outdoors,Pakistan,""
Trichomyrmex destructor,established.outdoors,Pakistan,""
Camponotus compressus,native,Pakistan,""
Camponotus sericeus,native,Pakistan,""
Camponotus variegatus,native,Pakistan,""
Cardiocondyla mauritanica,native,Pakistan,""
Dorylus fulvus,native,Pakistan,""
Lasius alienus,native,Pakistan,""
Lasius niger,native,Pakistan,""
Lepisiota frauenfeldi,native,Pakistan,""
Lioponera longitarsus,native,Pakistan,""
Monomorium indicum,native,Pakistan,""
Pheidole indica,native,Pakistan,""
Tetramorium smithi,native,Pakistan,""
Tetraponera allaborans,native,Pakistan,""
Tetraponera rufonigra,native,Pakistan,""
Anochetus graeffei,established.outdoors,Palau,""
Anoplolepis gracilipes,established.outdoors,Palau,""
Brachyponera luteipes,established.outdoors,Palau,""
Cardiocondyla emeryi,established.outdoors,Palau,""
Cardiocondyla kagutsuchi,established.outdoors,Palau,""
Cardiocondyla minutior,established.outdoors,Palau,""
Hypoponera opaciceps,established.outdoors,Palau,""
Leptogenys falcigera,established.outdoors,Palau,""
Monomorium floricola,established.outdoors,Palau,""
Monomorium intrudens,established.outdoors,Palau,""
Monomorium pharaonis,established.outdoors,Palau,""
Nylanderia bourbonica,established.outdoors,Palau,""
Nylanderia vaga,established.outdoors,Palau,""
Paratrechina longicornis,established.outdoors,Palau,""
Pheidole fervens,established.outdoors,Palau,""
Pheidole megacephala,established.outdoors,Palau,""
Prionopelta kraepelini,established.outdoors,Palau,""
Pseudoponera stigma,established.outdoors,Palau,""
Solenopsis geminata,established.outdoors,Palau,""
Strumigenys emmae,established.outdoors,Palau,""
Strumigenys godeffroyi,established.outdoors,Palau,""
Strumigenys rogeri,established.outdoors,Palau,""
Syllophopsis sechellensis,established.outdoors,Palau,""
Tapinoma melanocephalum,established.outdoors,Palau,""
Technomyrmex albipes,established.outdoors,Palau,""
